incident_id,location,sub_location,datetime_occurred,hour,part_of_day,crime_type,description,is_user_report,Risk_Label
MUM-2023-11908,Dharavi,Koliwada,22-06-2023 17:26,17,Evening,Assault,"A passerby was pushed during a scuffle at Koliwada, witnesses report a group confrontation.",FALSE,High
MUM-2024-06336,Juhu,Santacruz Link Rd,28-05-2024 22:42,22,Night,Vandalism,"Public property damaged at Santacruz Link Rd, including benches and signage.",FALSE,High
MUM-2024-19664,Colaba,Leopold Cafe Area,29-01-2024 01:25,1,Night,Assault,"A passerby was pushed during a scuffle at Leopold Cafe Area, witnesses report a group confrontation.",FALSE,High
MUM-2022-18376,Bandra,Carter Road,09-12-2022 01:51,1,Night,Arson,"Tires and debris set alight on a quiet lane in Carter Road, investigators treating as deliberate.",TRUE,High
MUM-2022-17673,Ghatkopar,Station Road,31-05-2022 23:25,23,Night,Vandalism,"Graffiti and broken windows found at a shopfront in Station Road, incident likely occurred night.",FALSE,High
MUM-2022-08834,Dharavi,Central Dharavi,23-03-2022 17:27,17,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Central Dharavi, police were called for crowd control.",FALSE,Medium
MUM-2023-08029,Chembur,Tilak Nagar,05-05-2023 19:46,19,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Tilak Nagar.,FALSE,Medium
MUM-2022-02827,Ghatkopar,R City Area,07-06-2022 02:54,2,Night,Vandalism,"Public property damaged at R City Area, including benches and signage.",FALSE,High
MUM-2024-04635,Chembur,Tilak Nagar,24-08-2024 10:13,10,Morning,Theft,Shopkeeper noticed items missing from a stall at Tilak Nagar during the morning rush.,FALSE,Low
MUM-2024-04287,Cuffe Parade,Badhwar Park,23-11-2024 17:47,17,Evening,Drug Offense,Police detained individuals with small quantities of drugs near Badhwar Park during a evening check.,FALSE,Medium
MUM-2022-09560,Dharavi,Central Dharavi,20-01-2022 16:53,16,Afternoon,Public Disturbance,Neighbors complained of a public brawl and property damage in the Central Dharavi area during afternoon.,FALSE,Low
MUM-2023-03069,Cuffe Parade,Cuffe Parade Promenade,03-11-2023 17:17,17,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Cuffe Parade Promenade while owner shopped nearby.,FALSE,Medium
MUM-2023-18081,Cuffe Parade,Cuffe Parade Promenade,10-05-2023 02:01,2,Night,Assault,"An altercation turned physical outside a popular eatery in Cuffe Parade Promenade, leaving the victim with minor injuries.",FALSE,High
MUM-2023-03112,Dharavi,Lohar Chawl,17-10-2023 09:17,9,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Lohar Chawl while owner shopped nearby.,FALSE,Low
MUM-2023-03214,Worli,Lower Parel Border,07-06-2023 17:17,17,Evening,Burglary,Unauthorized entry into a second-floor flat at Lower Parel Border while occupants were away.,TRUE,High
MUM-2023-00971,Powai,Powai Lake,19-05-2023 01:26,1,Night,Burglary,Household electronics stolen after burglars broke into a home on Powai Lake street.,FALSE,High
MUM-2022-19535,Marine Drive,Netaji Subhash Marg,06-05-2022 13:47,13,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Netaji Subhash Marg during the afternoon rush.,FALSE,Low
MUM-2023-02035,Worli,Lower Parel Border,28-11-2023 00:13,0,Night,Burglary,Unauthorized entry into a second-floor flat at Lower Parel Border while occupants were away.,TRUE,High
MUM-2022-10352,Juhu,Santacruz Link Rd,08-11-2022 22:12,22,Night,Burglary,Residential unit in Santacruz Link Rd reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2022-18556,Bandra,Hill Road,01-11-2022 15:16,15,Afternoon,Arson,Small blaze deliberately set to waste pile at Hill Road; quick response contained it.,FALSE,High
MUM-2024-07669,Powai,Hiranandani Gardens,21-06-2024 17:41,17,Evening,Drug Offense,Suspected narcotics recovered during a raid in a lane off Hiranandani Gardens.,TRUE,High
MUM-2024-03573,Worli,Worli Sea Face,01-06-2024 02:21,2,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Worli Sea Face.,FALSE,High
MUM-2022-15018,Cuffe Parade,Cuffe Parade Market,06-09-2022 13:45,13,Afternoon,Vandalism,"Graffiti and broken windows found at a shopfront in Cuffe Parade Market, incident likely occurred afternoon.",FALSE,Low
MUM-2023-16511,Marine Drive,Netaji Subhash Marg,14-09-2023 19:53,19,Evening,Drug Offense,Reports of drug peddling around a market area at Netaji Subhash Marg prompted a follow-up investigation.,FALSE,Medium
MUM-2023-17908,Cuffe Parade,Badhwar Park,13-06-2023 11:40,11,Morning,Assault,"A passerby was pushed during a scuffle at Badhwar Park, witnesses report a group confrontation.",FALSE,High
MUM-2024-09092,Bandra,Pali Hill,07-07-2024 01:38,1,Night,Theft,Personal belongings taken from a parked two-wheeler outside Pali Hill while owner shopped nearby.,FALSE,High
MUM-2024-18988,Marine Drive,Girgaum Chowpatty,04-04-2024 06:22,6,Morning,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Girgaum Chowpatty.,FALSE,Low
MUM-2023-19221,Bandra,Hill Road,12-07-2023 11:48,11,Morning,Theft,Shopkeeper noticed items missing from a stall at Hill Road during the morning rush.,FALSE,Low
MUM-2022-08577,Chembur,Tilak Nagar,07-04-2022 20:25,20,Evening,Burglary,Unauthorized entry into a second-floor flat at Tilak Nagar while occupants were away.,FALSE,Medium
MUM-2022-06757,Thane,Ghodbunder Road,19-07-2022 16:38,16,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Thane.",FALSE,Medium
MUM-2022-19138,Dharavi,Koliwada,03-07-2022 09:06,9,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Koliwada.,FALSE,Low
MUM-2024-08772,Dharavi,Koliwada,30-10-2024 09:08,9,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Koliwada.,FALSE,Low
MUM-2022-16384,Thane,Majiwada,06-05-2022 16:09,16,Afternoon,Public Disturbance,"Loud rowdy crowd reported outside a bar at Majiwada, police were called for crowd control.",FALSE,Low
MUM-2023-11805,Powai,Powai Lake,24-05-2023 00:34,0,Night,Arson,"Tires and debris set alight on a quiet lane in Powai Lake, investigators treating as deliberate.",FALSE,High
MUM-2023-15469,Ghatkopar,R City Area,02-12-2023 00:13,0,Night,Vandalism,Vehicles had tires slashed overnight in the parking lane near R City Area.,FALSE,High
MUM-2023-09126,Marine Drive,Girgaum Chowpatty,17-01-2023 01:35,1,Night,Armed Robbery,Two masked suspects threatened a store employee with a knife and fled with cash from Girgaum Chowpatty.,TRUE,High
MUM-2022-03367,Powai,Hiranandani Gardens,25-08-2022 16:18,16,Afternoon,Assault,Two individuals fought near Hiranandani Gardens after a verbal dispute escalated late afternoon.,TRUE,High
MUM-2024-18261,Andheri West,Versova Market,06-08-2024 14:48,14,Afternoon,Assault,"A passerby was pushed during a scuffle at Versova Market, witnesses report a group confrontation.",FALSE,High
MUM-2024-17067,Marine Drive,Wankhede Vicinity,03-01-2024 15:35,15,Afternoon,Public Disturbance,"Loud rowdy crowd reported outside a bar at Wankhede Vicinity, police were called for crowd control.",FALSE,Low
MUM-2022-13411,Ghatkopar,R City Area,20-07-2022 18:41,18,Evening,Theft,Shopkeeper noticed items missing from a stall at R City Area during the evening rush.,FALSE,Medium
MUM-2024-14098,Cuffe Parade,Cuffe Parade Promenade,01-09-2024 19:49,19,Evening,Cybercrime,Business email compromise attempted for a firm located in the commercial area around Cuffe Parade.,FALSE,Medium
MUM-2023-16659,Cuffe Parade,Badhwar Park,18-06-2023 15:13,15,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Badhwar Park while owner shopped nearby.,TRUE,Low
MUM-2023-12190,Bandra,Carter Road,15-06-2023 20:06,20,Evening,Assault,"A passerby was pushed during a scuffle at Carter Road, witnesses report a group confrontation.",TRUE,High
MUM-2024-19292,Powai,Hiranandani Gardens,10-05-2024 18:48,18,Evening,Arson,Suspicious fire observed at an abandoned warehouse near Hiranandani Gardens late evening.,FALSE,High
MUM-2023-00734,Dharavi,Central Dharavi,16-05-2023 20:05,20,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Central Dharavi, police were called for crowd control.",FALSE,Medium
MUM-2023-14533,Powai,Powai Lake,01-01-2023 09:57,9,Morning,Theft,Shopkeeper noticed items missing from a stall at Powai Lake during the morning rush.,FALSE,Low
MUM-2023-18894,Ghatkopar,R City Area,19-09-2023 12:41,12,Afternoon,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near R City Area.,TRUE,Low
MUM-2024-16471,Dharavi,Lohar Chawl,30-10-2024 20:35,20,Evening,Assault,"An altercation turned physical outside a popular eatery in Lohar Chawl, leaving the victim with minor injuries.",FALSE,High
MUM-2022-18032,Colaba,Colaba Causeway,29-11-2022 01:20,1,Night,Burglary,Unauthorized entry into a second-floor flat at Colaba Causeway while occupants were away.,TRUE,High
MUM-2023-02949,Worli,Worli Sea Face,04-02-2023 19:29,19,Evening,Assault,Two individuals fought near Worli Sea Face after a verbal dispute escalated late evening.,FALSE,High
MUM-2024-18780,Thane,Ghodbunder Road,10-11-2024 12:56,12,Afternoon,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during afternoon.,FALSE,Medium
MUM-2024-06585,Marine Drive,Netaji Subhash Marg,08-01-2024 04:07,4,Night,Burglary,Residential unit in Netaji Subhash Marg reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2023-05554,Thane,Kopri,13-07-2023 00:06,0,Night,Burglary,Unauthorized entry into a second-floor flat at Kopri while occupants were away.,FALSE,High
MUM-2022-02118,Worli,Worli Sea Face,12-06-2022 18:53,18,Evening,Burglary,Residential unit in Worli Sea Face reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2022-16244,Colaba,Colaba Causeway,25-11-2022 13:48,13,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Colaba Causeway during the afternoon rush.,TRUE,Low
MUM-2024-18726,Cuffe Parade,Cuffe Parade Promenade,22-06-2024 20:18,20,Evening,Theft,Shopkeeper noticed items missing from a stall at Cuffe Parade Promenade during the evening rush.,FALSE,Medium
MUM-2024-15977,Powai,Hiranandani Gardens,20-12-2024 10:34,10,Morning,Assault,"A passerby was pushed during a scuffle at Hiranandani Gardens, witnesses report a group confrontation.",FALSE,High
MUM-2023-13790,Chembur,Chembur Causeway,21-06-2023 18:40,18,Evening,Burglary,Unauthorized entry into a second-floor flat at Chembur Causeway while occupants were away.,FALSE,Medium
MUM-2024-16942,Bandra,Carter Road,02-02-2024 21:16,21,Night,Theft,Shopkeeper noticed items missing from a stall at Carter Road during the night rush.,FALSE,High
MUM-2024-03861,Juhu,Juhu Beachfront,02-08-2024 08:39,8,Morning,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Juhu.",FALSE,Medium
MUM-2023-04795,Ghatkopar,Station Road,05-07-2023 17:15,17,Evening,Theft,Shopkeeper noticed items missing from a stall at Station Road during the evening rush.,FALSE,Medium
MUM-2023-06071,Cuffe Parade,Badhwar Park,10-11-2023 18:24,18,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Badhwar Park in the evening.,FALSE,High
MUM-2024-18241,Powai,Powai Lake,30-04-2024 20:02,20,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Powai Lake.,FALSE,Medium
MUM-2024-11092,Chembur,Tilak Nagar,06-08-2024 17:01,17,Evening,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during evening.,FALSE,Medium
MUM-2022-12835,Dharavi,Koliwada,24-06-2022 16:21,16,Afternoon,Assault,"A passerby was pushed during a scuffle at Koliwada, witnesses report a group confrontation.",FALSE,High
MUM-2024-16484,Cuffe Parade,Cuffe Parade Market,14-02-2024 17:03,17,Evening,Assault,"A passerby was pushed during a scuffle at Cuffe Parade Market, witnesses report a group confrontation.",FALSE,High
MUM-2024-18295,Chembur,Tilak Nagar,03-07-2024 12:46,12,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Chembur.",FALSE,Medium
MUM-2024-05032,Cuffe Parade,Cuffe Parade Promenade,05-09-2024 17:19,17,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Cuffe Parade Promenade area during evening.,FALSE,Medium
MUM-2022-16945,Marine Drive,Wankhede Vicinity,05-09-2022 09:09,9,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Wankhede Vicinity while owner shopped nearby.,FALSE,Low
MUM-2023-03243,Ghatkopar,Kailash Nagar,03-04-2023 20:49,20,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Kailash Nagar area during evening.,FALSE,Medium
MUM-2024-06142,Andheri West,Veera Desai Road,01-12-2024 13:19,13,Afternoon,Assault,"An altercation turned physical outside a popular eatery in Veera Desai Road, leaving the victim with minor injuries.",FALSE,High
MUM-2022-16267,Cuffe Parade,Cuffe Parade Market,02-08-2022 17:07,17,Evening,Armed Robbery,Armed robbers targeted a convenience shop near Cuffe Parade Market and escaped before police arrived.,FALSE,High
MUM-2024-07269,Bandra,Pali Hill,03-10-2024 20:58,20,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Pali Hill.,FALSE,Medium
MUM-2023-11466,Ghatkopar,Kailash Nagar,20-11-2023 15:38,15,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Kailash Nagar while owner shopped nearby.,FALSE,Low
MUM-2022-04376,Marine Drive,Wankhede Vicinity,02-06-2022 18:09,18,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Wankhede Vicinity area during evening.,FALSE,Medium
MUM-2023-06282,Cuffe Parade,Badhwar Park,13-12-2023 20:39,20,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Badhwar Park.,FALSE,Medium
MUM-2024-01442,Colaba,Leopold Cafe Area,18-07-2024 11:02,11,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Leopold Cafe Area while owner shopped nearby.,FALSE,Low
MUM-2022-02387,Powai,Powai Lake,07-12-2022 17:57,17,Evening,Assault,Two individuals fought near Powai Lake after a verbal dispute escalated late evening.,FALSE,High
MUM-2023-06046,Cuffe Parade,Cuffe Parade Market,17-10-2023 23:00,23,Night,Vandalism,"Public property damaged at Cuffe Parade Market, including benches and signage.",FALSE,High
MUM-2023-18569,Cuffe Parade,Cuffe Parade Market,03-04-2023 16:31,16,Afternoon,Burglary,Household electronics stolen after burglars broke into a home on Cuffe Parade Market street.,FALSE,Medium
MUM-2023-03700,Ghatkopar,R City Area,10-08-2023 11:29,11,Morning,Theft,Personal belongings taken from a parked two-wheeler outside R City Area while owner shopped nearby.,FALSE,Low
MUM-2023-07560,Juhu,Juhu Beachfront,10-05-2023 20:08,20,Evening,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during evening.,FALSE,Medium
MUM-2023-17574,Chembur,Deonar,21-02-2023 10:00,10,Morning,Theft,Shopkeeper noticed items missing from a stall at Deonar during the morning rush.,FALSE,Low
MUM-2023-03799,Marine Drive,Wankhede Vicinity,19-04-2023 17:58,17,Evening,Theft,A commuter reported a parcel snatched from their bag on a crowded vehicle near Wankhede Vicinity.,FALSE,Medium
MUM-2023-02215,Thane,Vartak Nagar,07-08-2023 01:18,1,Night,Vandalism,"Graffiti and broken windows found at a shopfront in Vartak Nagar, incident likely occurred night.",FALSE,High
MUM-2024-10448,Bandra,Bandra Station,30-03-2024 18:03,18,Evening,Burglary,Residential unit in Bandra Station reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2022-03822,Dharavi,Central Dharavi,24-09-2022 22:49,22,Night,Assault,"A passerby was pushed during a scuffle at Central Dharavi, witnesses report a group confrontation.",TRUE,High
MUM-2022-12610,Juhu,JVPD Scheme,31-05-2022 23:37,23,Night,Drug Offense,Police detained individuals with small quantities of drugs near JVPD Scheme during a night check.,FALSE,High
MUM-2022-18006,Thane,Majiwada,19-01-2022 20:54,20,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Majiwada while owner shopped nearby.,FALSE,Medium
MUM-2022-07404,Bandra,Bandra Station,11-11-2022 15:14,15,Afternoon,Assault,Two individuals fought near Bandra Station after a verbal dispute escalated late afternoon.,FALSE,High
MUM-2023-13401,Bandra,Pali Hill,24-01-2023 01:39,1,Night,Arson,"Tires and debris set alight on a quiet lane in Pali Hill, investigators treating as deliberate.",FALSE,High
MUM-2023-07595,Marine Drive,Girgaum Chowpatty,27-12-2023 17:31,17,Evening,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near Girgaum Chowpatty.,FALSE,Medium
MUM-2023-04266,Worli,Prabhadevi Junction,30-09-2023 19:02,19,Evening,Assault,"A passerby was pushed during a scuffle at Prabhadevi Junction, witnesses report a group confrontation.",FALSE,High
MUM-2023-17201,Marine Drive,Wankhede Vicinity,14-06-2023 14:28,14,Afternoon,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Wankhede Vicinity.,FALSE,Low
MUM-2023-16581,Chembur,Tilak Nagar,22-07-2023 20:45,20,Evening,Burglary,Residential unit in Tilak Nagar reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2022-12263,Juhu,Juhu Beachfront,14-10-2022 16:05,16,Afternoon,Vandalism,Vehicles had tires slashed overnight in the parking lane near Juhu Beachfront.,FALSE,Low
MUM-2023-07590,Colaba,Gateway Circle,06-06-2023 17:44,17,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Gateway Circle while owner shopped nearby.,FALSE,Medium
MUM-2024-07454,Bandra,Hill Road,20-11-2024 22:53,22,Night,Burglary,Household electronics stolen after burglars broke into a home on Hill Road street.,FALSE,High
MUM-2024-05771,Worli,Worli Sea Face,30-03-2024 12:53,12,Afternoon,Burglary,Household electronics stolen after burglars broke into a home on Worli Sea Face street.,TRUE,High
MUM-2024-09368,Cuffe Parade,Cuffe Parade Market,04-10-2024 13:16,13,Afternoon,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during afternoon.,FALSE,Medium
MUM-2024-06003,Cuffe Parade,Badhwar Park,23-10-2024 02:01,2,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Badhwar Park.,FALSE,High
MUM-2024-06707,Worli,Lower Parel Border,12-05-2024 19:47,19,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Lower Parel Border in the evening.,FALSE,High
MUM-2024-04744,Bandra,Bandra Station,23-07-2024 23:22,23,Night,Arson,Small blaze deliberately set to waste pile at Bandra Station; quick response contained it.,FALSE,High
MUM-2023-08189,Colaba,Colaba Causeway,14-03-2023 20:00,20,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Colaba Causeway, police were called for crowd control.",FALSE,Medium
MUM-2024-02146,Bandra,Pali Hill,10-10-2024 14:36,14,Afternoon,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during afternoon.,FALSE,Medium
MUM-2024-02795,Andheri West,SV Road,24-10-2024 21:18,21,Night,Assault,"A passerby was pushed during a scuffle at SV Road, witnesses report a group confrontation.",FALSE,High
MUM-2023-00922,Andheri West,Versova Market,21-08-2023 18:01,18,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Versova Market.,FALSE,Medium
MUM-2023-01087,Andheri West,Veera Desai Road,06-03-2023 23:19,23,Night,Burglary,Residential unit in Veera Desai Road reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2024-12643,Worli,Worli Sea Face,02-07-2024 23:01,23,Night,Vandalism,"Public property damaged at Worli Sea Face, including benches and signage.",FALSE,High
MUM-2022-01839,Bandra,Bandra Station,19-11-2022 17:15,17,Evening,Sexual Harassment,An individual shouted sexual comments at a person walking alone near Bandra Station.,FALSE,High
MUM-2022-13619,Powai,Saki Vihar Road,29-08-2022 13:39,13,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Saki Vihar Road while owner shopped nearby.,FALSE,Low
MUM-2024-07304,Bandra,Pali Hill,11-11-2024 02:26,2,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Pali Hill.,FALSE,High
MUM-2023-10049,Marine Drive,Girgaum Chowpatty,29-06-2023 21:47,21,Night,Vandalism,"Public property damaged at Girgaum Chowpatty, including benches and signage.",FALSE,High
MUM-2023-00978,Colaba,Colaba Causeway,12-01-2023 19:54,19,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Colaba Causeway while owner shopped nearby.,FALSE,Medium
MUM-2024-06660,Bandra,Hill Road,22-07-2024 06:54,6,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Hill Road while owner shopped nearby.,FALSE,Low
MUM-2024-16021,Juhu,Juhu Beachfront,16-07-2024 12:04,12,Afternoon,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Juhu Beachfront.,FALSE,Low
MUM-2023-10441,Cuffe Parade,Badhwar Park,05-05-2023 00:30,0,Night,Burglary,Residential unit in Badhwar Park reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2024-14877,Andheri West,Veera Desai Road,31-12-2024 10:28,10,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Veera Desai Road while owner shopped nearby.,FALSE,Low
MUM-2023-00652,Cuffe Parade,Badhwar Park,05-11-2023 17:50,17,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Badhwar Park, police were called for crowd control.",FALSE,Medium
MUM-2024-07199,Marine Drive,Wankhede Vicinity,12-09-2024 18:54,18,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Wankhede Vicinity in the evening.,FALSE,High
MUM-2024-05275,Powai,Powai Lake,14-07-2024 17:58,17,Evening,Assault,"A passerby was pushed during a scuffle at Powai Lake, witnesses report a group confrontation.",FALSE,High
MUM-2024-19319,Marine Drive,Wankhede Vicinity,26-02-2024 14:58,14,Afternoon,Cybercrime,Card-not-present fraud reported following online purchases traced to a merchant near Marine Drive.,FALSE,Medium
MUM-2024-01363,Juhu,Santacruz Link Rd,30-08-2024 17:24,17,Evening,Burglary,Household electronics stolen after burglars broke into a home on Santacruz Link Rd street.,FALSE,Medium
MUM-2022-09843,Thane,Vartak Nagar,08-10-2022 14:12,14,Afternoon,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Vartak Nagar.,FALSE,Low
MUM-2023-04820,Dharavi,Lohar Chawl,09-09-2023 14:19,14,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Lohar Chawl during the afternoon rush.,FALSE,Low
MUM-2022-04220,Worli,Worli Sea Face,08-12-2022 01:52,1,Night,Theft,Shopkeeper noticed items missing from a stall at Worli Sea Face during the night rush.,FALSE,High
MUM-2023-06880,Colaba,Colaba Causeway,09-09-2023 16:49,16,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Colaba Causeway during the afternoon rush.,FALSE,Low
MUM-2024-08655,Chembur,Tilak Nagar,06-03-2024 02:18,2,Night,Assault,"An altercation turned physical outside a popular eatery in Tilak Nagar, leaving the victim with minor injuries.",FALSE,High
MUM-2022-03475,Juhu,Santacruz Link Rd,18-12-2022 12:14,12,Afternoon,Fraud,Fake rental listing led to advance payment loss for an apartment in Juhu.,FALSE,Medium
MUM-2023-17188,Ghatkopar,Kailash Nagar,13-11-2023 02:39,2,Night,Arson,Suspicious fire observed at an abandoned warehouse near Kailash Nagar late night.,FALSE,High
MUM-2022-05117,Ghatkopar,R City Area,10-11-2022 07:01,7,Morning,Assault,"A passerby was pushed during a scuffle at R City Area, witnesses report a group confrontation.",FALSE,High
MUM-2024-07976,Ghatkopar,Station Road,17-09-2024 20:42,20,Evening,Theft,A commuter reported a parcel snatched from their bag on a crowded vehicle near Station Road.,TRUE,Medium
MUM-2023-07518,Thane,Vartak Nagar,05-01-2023 18:40,18,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Vartak Nagar while owner shopped nearby.,FALSE,Medium
MUM-2023-14237,Ghatkopar,R City Area,04-11-2023 18:18,18,Evening,Sexual Harassment,A complaint filed about harassment at R City Area after an incident on public transport.,FALSE,High
MUM-2023-05439,Powai,Saki Vihar Road,06-05-2023 08:26,8,Morning,Theft,A commuter reported a laptop bag snatched from their bag on a crowded vehicle near Saki Vihar Road.,FALSE,Low
MUM-2023-01289,Bandra,Bandra Station,30-07-2023 11:31,11,Morning,Theft,Shopkeeper noticed items missing from a stall at Bandra Station during the morning rush.,FALSE,Low
MUM-2024-18034,Chembur,Deonar,26-05-2024 07:31,7,Morning,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near Deonar.,FALSE,Low
MUM-2023-08547,Chembur,Tilak Nagar,19-06-2023 17:31,17,Evening,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during evening.,FALSE,Medium
MUM-2022-11800,Dharavi,Lohar Chawl,31-10-2022 00:01,0,Night,Assault,"An altercation turned physical outside a popular eatery in Lohar Chawl, leaving the victim with minor injuries.",FALSE,High
MUM-2023-10173,Bandra,Hill Road,02-07-2023 17:22,17,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Hill Road, police were called for crowd control.",FALSE,Medium
MUM-2023-17224,Marine Drive,Girgaum Chowpatty,14-12-2023 05:41,5,Night,Public Disturbance,Neighbors complained of a public brawl and property damage in the Girgaum Chowpatty area during night.,FALSE,High
MUM-2023-10978,Andheri West,SV Road,11-07-2023 21:59,21,Night,Vandalism,"Public property damaged at SV Road, including benches and signage.",FALSE,High
MUM-2022-18614,Worli,Worli Sea Face,10-10-2022 20:04,20,Evening,Assault,"A passerby was pushed during a scuffle at Worli Sea Face, witnesses report a group confrontation.",FALSE,High
MUM-2022-05551,Andheri West,Versova Market,24-06-2022 06:30,6,Morning,Theft,Shopkeeper noticed items missing from a stall at Versova Market during the morning rush.,FALSE,Low
MUM-2022-18158,Cuffe Parade,Badhwar Park,15-01-2022 09:35,9,Morning,Theft,Shopkeeper noticed items missing from a stall at Badhwar Park during the morning rush.,FALSE,Low
MUM-2022-17799,Bandra,Carter Road,25-02-2022 20:21,20,Evening,Assault,"A passerby was pushed during a scuffle at Carter Road, witnesses report a group confrontation.",FALSE,High
MUM-2022-06881,Chembur,Tilak Nagar,11-09-2022 13:25,13,Afternoon,Vandalism,"Public property damaged at Tilak Nagar, including benches and signage.",FALSE,Low
MUM-2024-11861,Marine Drive,Netaji Subhash Marg,16-09-2024 19:27,19,Evening,Sexual Harassment,A complaint filed about harassment at Netaji Subhash Marg after an incident on public transport.,FALSE,High
MUM-2022-02989,Bandra,Pali Hill,13-11-2022 00:52,0,Night,Vandalism,"Public property damaged at Pali Hill, including benches and signage.",FALSE,High
MUM-2023-14675,Andheri West,Lokhandwala Complex,03-03-2023 18:18,18,Evening,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Lokhandwala Complex.,FALSE,Medium
MUM-2024-05955,Powai,Saki Vihar Road,27-02-2024 11:08,11,Morning,Theft,Shopkeeper noticed items missing from a stall at Saki Vihar Road during the morning rush.,FALSE,Low
MUM-2022-03264,Andheri West,Versova Market,19-03-2022 11:11,11,Morning,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Versova Market.,TRUE,Low
MUM-2024-00328,Andheri West,SV Road,15-11-2024 00:46,0,Night,Burglary,Unauthorized entry into a second-floor flat at SV Road while occupants were away.,FALSE,High
MUM-2022-06425,Dharavi,Koliwada,16-04-2022 22:57,22,Night,Assault,"An altercation turned physical outside a popular eatery in Koliwada, leaving the victim with minor injuries.",FALSE,High
MUM-2023-09615,Juhu,Santacruz Link Rd,17-02-2023 15:06,15,Afternoon,Cybercrime,Victim reported unauthorized access to an online account after clicking a suspicious link during afternoon.,FALSE,Medium
MUM-2023-17063,Ghatkopar,Station Road,03-07-2023 02:04,2,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Station Road.,FALSE,High
MUM-2022-07718,Ghatkopar,Station Road,01-08-2022 09:19,9,Morning,Sexual Harassment,An individual shouted sexual comments at a person walking alone near Station Road.,FALSE,High
